VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,fare_amount,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2024-01-30 08:12:24,2024-01-30 08:36:35.720434,1,3.28,125,90,1,16.41,4.1,0.0,1.0,21.51
2,2024-01-27 17:34:48,2024-01-27 17:58:30.213873,4,3.52,100,161,1,14.45,0.52,0.0,1.0,15.97
1,2024-01-31 16:21:39,2024-01-31 16:55:58.369413,3,5.17,140,13,1,22.74,3.47,0.0,1.0,27.21
2,2024-01-19 11:25:04,2024-01-19 11:32:34.611827,2,2.03,186,114,1,8.9,0.57,0.0,1.0,10.47
1,2024-01-31 13:52:51,2024-01-31 14:12:18.225363,6,5.14,61,113,1,20.98,3.25,0.0,1.0,25.24
1,2024-01-19 19:20:33,2024-01-19 19:32:16.482336,6,2.11,100,161,2,7.39,0.0,0.0,1.0,8.39
2,2024-01-29 17:25:39,2024-01-29 17:38:10.898163,1,1.13,256,256,2,9.1,0.0,3.61,1.0,13.71
1,2024-01-31 11:58:39,2024-01-31 12:06:31.782145,2,1.85,4,13,1,8.77,1.1,0.0,1.0,10.87
2,2024-01-20 15:09:51,2024-01-20 15:24:10.631537,3,3.02,161,7,1,13.36,3.62,0.0,1.0,17.98
2,2024-01-12 14:06:39,2024-01-12 15:03:41.393904,2,15.88,170,142,2,50.78,0.0,0.0,1.0,51.78
1,2024-01-09 06:51:56,2024-01-09 07:02:16.799498,5,1.37,41,236,2,10.03,0.0,0.0,1.0,11.03
2,2024-01-13 12:18:27,2024-01-13 12:39:57.281391,2,5.32,43,140,1,18.9,3.18,0.0,1.0,23.08
1,2024-01-12 07:15:06,2024-01-12 07:41:50.253165,1,4.35,132,162,1,19.18,3.12,11.84,1.0,35.14
1,2024-01-11 08:40:27,2024-01-11 08:49:53.657315,2,1.95,7,158,1,9.81,0.71,0.0,1.0,11.52
2,2024-01-27 11:14:22,2024-01-27 11:26:19.104938,5,3.78,163,125,2,14.2,0.0,0.0,1.0,15.2
2,2024-01-25 23:07:50,2024-01-25 23:13:29.316147,1,1.33,255,230,2,8.99,0.0,8.41,1.0,18.4
1,2024-01-07 16:49:37,2024-01-07 17:01:12.500672,1,1.31,237,260,2,9.39,0.0,0.0,1.0,10.39
2,2024-01-18 11:10:41,2024-01-18 11:18:49.028084,6,1.0,138,230,1,7.91,1.29,0.0,1.0,10.2
2,2024-01-04 08:29:39,2024-01-04 08:44:13.876646,2,1.66,236,61,1,11.23,2.35,0.0,1.0,14.58
1,2024-01-17 12:39:57,2024-01-17 12:48:57.724016,2,2.58,4,230,2,8.03,0.0,0.0,1.0,9.03
2,2024-01-05 10:45:30,2024-01-05 10:48:05.321239,3,0.76,41,107,1,5.05,1.44,10.23,1.0,17.71
2,2024-01-14 20:05:57,2024-01-14 20:22:08.129982,1,4.02,162,162,2,17.16,0.0,0.0,1.0,18.16
1,2024-01-29 15:26:51,2024-01-29 15:37:30.700538,5,3.16,237,186,1,12.95,2.84,0.0,1.0,16.79
2,2024-01-29 21:34:57,2024-01-29 21:43:24.923400,2,2.27,79,13,1,9.13,0.13,0.0,1.0,10.26
2,2024-01-15 11:37:37,2024-01-15 11:48:42.375830,2,2.38,161,50,1,10.24,2.73,0.0,1.0,13.97
1,2024-01-26 08:13:04,2024-01-26 08:52:33.586693,1,6.45,163,90,1,28.94,1.15,0.0,1.0,31.09
1,2024-01-29 20:20:56,2024-01-29 20:31:53.172075,5,1.93,114,230,1,8.72,2.31,0.0,1.0,12.03
1,2024-01-28 17:10:16,2024-01-28 17:26:45.749968,3,1.65,163,237,1,12.44,1.71,0.0,1.0,15.15
2,2024-01-19 17:20:16,2024-01-19 17:36:38.750038,1,1.9,132,162,1,13.32,0.97,0.0,1.0,15.29
2,2024-01-13 08:18:13,2024-01-13 08:41:31.540743,6,2.63,125,24,2,17.57,0.0,0.0,1.0,18.57
2,2024-01-14 11:22:53,2024-01-14 11:27:35.654741,2,1.14,132,24,1,7.59,0.95,0.0,1.0,9.54
2,2024-01-02 06:55:14,2024-01-02 07:14:29.081124,1,4.45,186,100,1,20.76,5.58,0.0,1.0,27.34
2,2024-01-09 10:35:06,2024-01-09 10:42:20.342809,5,0.97,114,186,2,7.88,0.0,0.0,1.0,8.88
1,2024-01-07 17:44:18,2024-01-07 18:17:58.414941,2,4.22,138,162,1,21.84,0.0,0.0,1.0,22.84
1,2024-01-11 19:28:58,2024-01-11 21:27:04.216783,6,18.6,79,114,1,77.25,21.12,0.0,1.0,99.37
1,2024-01-25 21:26:46,2024-01-25 21:53:07.369359,1,6.79,79,68,2,22.85,0.0,0.0,1.0,23.85
1,2024-01-11 12:02:50,2024-01-11 12:21:38.242583,4,5.22,230,236,2,19.78,0.0,0.0,1.0,20.78
2,2024-01-23 10:25:22,2024-01-23 10:35:54.647735,1,1.26,162,170,1,9.17,0.27,0.0,1.0,10.44
1,2024-01-09 20:08:12,2024-01-09 20:25:01.945326,5,4.23,41,256,1,16.44,2.19,0.0,1.0,19.63
1,2024-01-10 12:32:10,2024-01-10 12:40:11.318011,1,1.9,24,236,1,7.62,1.78,0.0,1.0,10.4
1,2024-01-05 13:11:29,2024-01-05 13:27:27.885967,1,4.28,163,161,1,16.79,3.02,0.0,1.0,20.82
2,2024-01-14 09:34:40,2024-01-14 09:56:23.567270,1,4.15,48,236,1,15.63,2.49,0.0,1.0,19.12
1,2024-01-06 06:44:30,2024-01-06 06:52:17.101687,1,1.97,162,100,1,10.06,0.63,0.0,1.0,11.68
2,2024-01-21 08:46:03,2024-01-21 08:53:25.364617,1,1.21,100,237,1,9.04,1.81,0.0,1.0,11.85
2,2024-01-17 08:25:42,2024-01-17 08:43:47.603230,2,2.03,48,236,2,14.65,0.0,0.0,1.0,15.65
2,2024-01-06 18:13:02,2024-01-06 18:13:02.000000,3,0.0,256,114,1,10.37,2.43,9.06,1.0,22.86
1,2024-01-22 17:09:44,2024-01-22 17:28:53.666546,2,3.27,48,79,1,13.64,1.17,0.0,1.0,15.81
2,2024-01-27 06:33:29,2024-01-27 06:53:35.891423,2,4.58,90,114,2,19.88,0.0,8.69,1.0,29.57
1,2024-01-01 02:29:07,2024-01-01 02:32:05.812072,1,2.32,48,48,2,8.07,0.0,0.0,1.0,9.07
2,2024-01-07 14:21:50,2024-01-07 14:32:13.352075,5,1.54,43,236,2,10.24,0.0,0.0,1.0,11.24
2,2024-01-12 16:43:14,2024-01-12 16:43:14.000000,1,0.0,4,255,1,9.71,0.65,0.0,1.0,11.35
2,2024-01-08 17:05:49,2024-01-08 17:32:56.177956,1,4.14,13,13,2,18.86,0.0,3.06,1.0,22.92
2,2024-01-09 11:36:06,2024-01-09 11:48:05.535056,1,2.22,50,170,1,8.31,0.33,0.0,1.0,9.64
1,2024-01-31 16:23:32,2024-01-31 16:41:35.219384,4,2.69,13,186,1,14.13,0.5,0.0,1.0,15.63
1,2024-01-19 16:03:07,2024-01-19 16:21:20.244227,4,2.66,163,162,1,14.17,0.52,0.0,1.0,15.69
1,2024-01-07 04:40:35,2024-01-07 04:46:21.832184,4,1.09,186,41,1,9.28,2.33,0.0,1.0,12.61
1,2024-01-22 23:21:39,2024-01-22 23:27:29.728846,3,1.4,125,33,1,10.08,1.04,0.0,1.0,12.12
1,2024-01-28 22:43:48,2024-01-28 22:54:19.915846,1,1.62,107,260,1,8.95,1.41,0.0,1.0,11.35
1,2024-01-23 12:58:28,2024-01-23 13:12:36.753108,1,3.45,142,186,1,13.97,1.32,6.74,1.0,23.03
2,2024-01-24 16:55:05,2024-01-24 17:11:03.759743,3,1.99,158,132,1,11.45,3.11,0.0,1.0,15.56
1,2024-01-18 12:53:33,2024-01-18 13:12:49.739109,4,5.89,114,170,1,20.97,4.18,0.0,1.0,26.15
1,2024-01-16 20:02:33,2024-01-16 20:15:33.835386,5,3.61,13,13,1,15.11,1.73,8.58,1.0,26.41
2,2024-01-10 07:04:46,2024-01-10 07:45:27.965470,3,7.86,50,230,1,32.99,3.16,0.0,1.0,37.16
2,2024-01-01 08:00:11,2024-01-01 08:32:09.601889,2,5.74,79,24,1,25.5,0.51,0.0,1.0,27.02
2,2024-01-30 18:25:22,2024-01-30 19:02:30.722081,2,5.35,79,107,1,29.26,7.56,0.0,1.0,37.82
2,2024-01-16 09:34:43,2024-01-16 09:59:03.104166,1,3.83,161,43,1,20.82,0.99,6.19,1.0,29.0
1,2024-01-10 23:37:46,2024-01-10 23:50:14.602101,4,2.33,132,230,1,13.24,2.41,0.0,1.0,16.65
1,2024-01-10 19:40:42,2024-01-10 20:17:28.386773,2,5.51,13,163,2,25.91,0.0,0.0,1.0,26.91
2,2024-01-14 19:09:21,2024-01-14 19:36:23.239973,1,3.63,125,186,1,16.98,1.1,0.0,1.0,19.08
2,2024-01-15 08:15:59,2024-01-15 09:09:47.635028,5,9.65,142,24,2,37.94,0.0,0.0,1.0,38.94
2,2024-01-21 09:10:56,2024-01-21 09:35:49.385966,2,3.02,41,113,1,16.05,4.09,2.31,1.0,23.45
1,2024-01-21 19:32:44,2024-01-21 19:46:13.299858,2,2.13,162,132,1,10.53,1.12,0.0,1.0,12.65
2,2024-01-20 13:20:53,2024-01-20 13:26:34.932103,2,2.69,13,163,2,9.89,0.0,0.0,1.0,10.89
1,2024-01-10 18:27:39,2024-01-10 18:46:54.350745,6,2.21,256,41,1,12.98,3.63,0.0,1.0,17.61
2,2024-01-17 16:35:40,2024-01-17 16:46:19.980376,5,1.37,41,186,1,9.34,2.71,0.0,1.0,13.05
2,2024-01-05 20:43:57,2024-01-05 21:11:54.022305,6,6.39,114,125,2,21.99,0.0,0.0,1.0,22.99
2,2024-01-08 19:35:59,2024-01-08 19:50:43.832614,1,2.15,33,33,1,10.89,2.04,0.0,1.0,13.93
2,2024-01-07 17:59:29,2024-01-07 18:24:49.072039,1,3.92,82,138,1,17.16,2.48,0.0,1.0,20.65
2,2024-01-30 17:21:54,2024-01-30 17:29:03.439537,1,0.61,237,41,2,8.42,0.0,0.0,1.0,9.42
2,2024-01-11 19:48:43,2024-01-11 20:11:33.386500,1,2.54,236,41,2,17.14,0.0,0.0,1.0,18.14
1,2024-01-11 14:56:42,2024-01-11 15:05:43.033422,3,2.78,170,79,1,12.38,1.38,0.0,1.0,14.76
2,2024-01-12 15:58:51,2024-01-12 16:11:35.113190,3,2.94,236,79,2,14.84,0.0,0.0,1.0,15.84
1,2024-01-22 22:10:20,2024-01-22 22:14:37.813874,3,0.95,43,237,1,6.37,0.14,0.0,1.0,7.5
2,2024-01-18 19:02:28,2024-01-18 19:21:13.889165,1,2.69,161,230,1,15.61,3.08,0.0,1.0,19.7
1,2024-01-13 20:51:15,2024-01-13 20:51:15.000000,1,0.0,142,24,1,8.83,1.93,0.0,1.0,11.76
2,2024-01-27 17:41:26,2024-01-27 17:54:54.732863,1,1.58,114,114,1,9.61,2.49,3.73,1.0,16.83
1,2024-01-06 12:40:33,2024-01-06 12:51:49.776788,5,2.56,138,41,1,13.56,3.04,0.0,1.0,17.6
2,2024-01-09 21:45:15,2024-01-09 21:58:09.533286,2,2.44,125,236,1,6.17,0.27,0.0,1.0,7.44
1,2024-01-07 10:44:29,2024-01-07 10:50:43.610963,2,1.58,170,41,2,7.92,0.0,0.0,1.0,8.92
2,2024-01-11 11:13:13,2024-01-11 11:28:45.346327,6,2.6,90,125,2,11.85,0.0,0.0,1.0,12.85
2,2024-01-09 09:34:28,2024-01-09 09:59:34.453916,2,3.51,43,230,2,14.95,0.0,0.0,1.0,15.95
1,2024-01-22 18:33:40,2024-01-22 19:31:40.876330,1,8.87,140,79,2,35.93,0.0,0.0,1.0,36.93
2,2024-01-04 16:54:37,2024-01-04 17:21:06.436504,1,2.9,132,41,1,17.28,0.74,0.0,1.0,19.02
2,2024-01-02 16:23:15,2024-01-02 16:36:39.748713,6,1.69,79,237,2,13.51,0.0,0.0,1.0,14.51
2,2024-01-20 17:20:24,2024-01-20 18:01:21.777005,6,6.56,113,186,1,27.03,1.07,9.41,1.0,38.5
1,2024-01-07 19:24:37,2024-01-07 19:48:54.603221,5,3.52,113,158,1,17.51,4.66,0.0,1.0,23.18
2,2024-01-28 10:43:39,2024-01-28 11:11:51.298652,2,4.81,107,170,2,22.69,0.0,0.0,1.0,23.69
1,2024-01-20 18:04:40,2024-01-20 18:17:51.475731,1,1.4,125,24,2,9.05,0.0,0.0,1.0,10.05
2,2024-01-20 15:45:11,2024-01-20 15:51:43.663352,1,1.49,186,170,2,5.05,0.0,0.0,1.0,6.05
2,2024-01-14 21:18:08,2024-01-14 21:25:07.810437,1,0.89,100,162,1,5.52,1.45,0.0,1.0,7.97
2,2024-01-25 05:00:52,2024-01-25 05:12:30.358581,5,4.05,61,24,1,14.64,0.55,0.0,1.0,16.19
2,2024-01-20 09:40:30,2024-01-20 10:20:48.003668,1,6.75,256,43,1,27.62,4.82,0.0,1.0,33.45
1,2024-01-14 08:08:47,2024-01-14 08:16:40.398576,4,1.61,140,186,1,6.53,0.52,0.0,1.0,8.05
1,2024-01-29 06:21:13,2024-01-29 06:34:01.949525,1,3.55,107,237,1,13.34,3.21,8.3,1.0,25.85
2,2024-01-09 17:02:23,2024-01-09 17:28:10.309768,2,4.08,161,113,1,17.79,3.75,0.0,1.0,22.54
1,2024-01-21 19:59:26,2024-01-21 20:21:09.651389,1,2.92,114,230,2,14.59,0.0,0.0,1.0,15.59
1,2024-01-07 15:36:35,2024-01-07 15:55:35.382551,6,5.04,186,48,1,18.06,2.41,0.0,1.0,21.47
2,2024-01-04 19:23:34,2024-01-04 19:44:12.179139,4,2.45,237,138,1,15.57,3.82,0.0,1.0,20.39
1,2024-01-20 17:11:28,2024-01-20 17:25:42.048740,5,1.6,161,230,1,10.36,1.0,0.0,1.0,12.36
1,2024-01-02 17:36:23,2024-01-02 17:42:51.819497,2,1.09,170,50,1,8.9,2.11,0.0,1.0,12.0
1,2024-01-01 09:28:22,2024-01-01 09:44:24.067212,4,3.02,100,113,1,15.51,0.74,0.0,1.0,17.26
2,2024-01-17 22:51:30,2024-01-17 22:57:02.798174,4,1.19,230,170,1,6.91,2.03,0.0,1.0,9.94
2,2024-01-04 14:33:47,2024-01-04 14:51:37.749577,3,3.89,68,113,2,13.04,0.0,0.0,1.0,14.04
2,2024-01-26 22:06:54,2024-01-26 22:13:05.050830,3,1.92,186,158,1,10.14,0.94,0.0,1.0,12.08
2,2024-01-25 13:35:39,2024-01-25 13:45:09.758061,6,1.34,114,61,2,8.97,0.0,0.0,1.0,9.97
2,2024-01-12 14:57:54,2024-01-12 15:13:13.290275,2,3.14,43,170,2,14.96,0.0,0.0,1.0,15.96
1,2024-01-25 17:50:29,2024-01-25 18:03:27.421538,5,2.05,170,236,1,5.68,0.05,0.0,1.0,6.74
2,2024-01-30 19:45:34,2024-01-30 20:08:05.905960,5,3.0,41,33,1,15.03,1.05,0.0,1.0,17.08
2,2024-01-22 09:43:54,2024-01-22 10:01:36.019338,5,2.09,230,230,2,10.76,0.0,0.0,1.0,11.76
2,2024-01-08 23:28:14,2024-01-08 23:41:11.057193,1,2.85,24,236,1,11.88,3.09,0.0,1.0,15.97
1,2024-01-08 05:25:15,2024-01-08 05:33:21.371793,5,1.78,255,24,1,10.71,2.0,0.0,1.0,13.71
2,2024-01-27 06:21:01,2024-01-27 06:24:51.365370,4,1.23,43,162,1,2.95,0.62,0.0,1.0,4.57
1,2024-01-14 07:49:51,2024-01-14 08:01:24.655676,1,1.09,7,90,1,6.19,0.62,0.0,1.0,7.81
2,2024-01-08 16:29:28,2024-01-08 16:44:03.172404,2,1.39,237,24,1,10.11,2.35,0.0,1.0,13.46
2,2024-01-05 17:52:37,2024-01-05 18:05:28.382494,1,1.86,163,163,1,9.67,1.52,0.0,1.0,12.18
1,2024-01-20 21:11:29,2024-01-20 21:35:09.342507,5,4.7,236,68,1,20.48,1.32,0.0,1.0,22.8
2,2024-01-19 14:26:19,2024-01-19 14:38:37.077773,5,2.21,237,24,1,13.24,3.26,0.0,1.0,17.5
1,2024-01-16 19:53:12,2024-01-16 20:04:29.107577,1,1.93,61,163,2,14.54,0.0,0.0,1.0,15.54
1,2024-01-17 16:20:22,2024-01-17 16:31:23.880551,2,1.42,79,41,1,9.97,0.1,0.0,1.0,11.07
1,2024-01-17 13:17:10,2024-01-17 13:25:05.054280,1,0.76,163,158,2,9.32,0.0,0.0,1.0,10.32
1,2024-01-27 16:24:30,2024-01-27 16:58:19.298891,3,4.85,41,7,1,20.9,1.73,0.0,1.0,23.63
2,2024-01-06 09:23:24,2024-01-06 09:38:32.098435,6,1.5,170,230,2,10.98,0.0,0.0,1.0,11.98
2,2024-01-24 18:03:50,2024-01-24 18:15:31.837422,1,2.07,48,100,1,10.25,0.94,0.0,1.0,12.19
1,2024-01-15 15:58:45,2024-01-15 16:08:05.136557,5,2.21,161,161,1,8.42,0.63,0.0,1.0,10.06
2,2024-01-09 19:51:20,2024-01-09 20:05:27.725545,1,2.0,161,13,1,10.22,0.96,0.0,1.0,12.18
1,2024-01-17 12:36:54,2024-01-17 13:23:51.349480,2,13.02,138,170,2,41.68,0.0,0.0,1.0,42.68
1,2024-01-03 08:24:42,2024-01-03 08:37:57.907075,1,2.15,142,90,2,11.23,0.0,0.0,1.0,12.23
1,2024-01-13 14:03:09,2024-01-13 14:12:05.573829,3,1.81,236,138,1,7.69,0.04,0.0,1.0,8.73
1,2024-01-15 14:52:16,2024-01-15 14:52:16.000000,4,0.0,237,50,2,15.55,0.0,0.0,1.0,16.55
1,2024-01-09 11:35:51,2024-01-09 11:45:43.039525,5,2.36,140,260,1,12.49,3.59,0.0,1.0,17.08
2,2024-01-22 16:01:17,2024-01-22 16:09:10.074267,1,1.11,163,68,1,6.64,1.93,0.0,1.0,9.57
1,2024-01-21 11:09:19,2024-01-21 11:20:10.583084,1,3.31,255,132,2,-5.0,0.0,0.0,1.0,12.99
2,2024-01-12 16:26:20,2024-01-12 16:36:59.217157,1,1.74,43,79,1,8.01,1.35,0.0,1.0,10.36
1,2024-01-24 15:33:39,2024-01-24 15:42:51.327142,1,2.25,43,161,1,12.53,3.28,0.0,1.0,16.81
1,2024-01-31 03:44:29,2024-01-31 03:55:39.420070,4,4.75,41,33,2,16.27,0.0,0.0,1.0,17.27
1,2024-01-13 17:43:45,2024-01-13 18:12:54.231305,6,4.25,186,48,1,22.38,6.0,0.0,1.0,29.38
1,2024-01-19 13:06:00,2024-01-19 13:12:07.892569,6,1.42,132,43,1,6.5,0.43,0.0,1.0,7.93
2,2024-01-13 19:25:15,2024-01-13 19:45:30.471269,5,3.12,236,24,1,15.32,2.92,0.0,1.0,19.25
2,2024-01-30 18:02:52,2024-01-30 18:23:05.175154,2,2.27,186,163,1,13.01,2.18,0.0,1.0,16.19
1,2024-01-01 19:52:41,2024-01-01 20:13:18.675362,1,1.47,107,163,1,14.02,1.71,0.0,1.0,16.73
1,2024-01-28 10:01:08,2024-01-28 10:08:27.185473,6,1.23,158,162,1,7.91,1.68,0.0,1.0,10.59
1,2024-01-31 18:37:19,2024-01-31 18:49:26.724614,1,1.4,236,162,1,11.03,3.25,0.0,1.0,15.28
2,2024-01-17 17:38:27,2024-01-17 18:12:15.321726,4,4.82,90,41,2,20.06,0.0,0.0,1.0,21.06
2,2024-01-05 21:12:02,2024-01-05 21:15:43.137404,3,0.34,113,33,1,7.87,0.9,0.0,1.0,9.77
2,2024-01-29 17:15:42,2024-01-29 17:25:17.870399,1,1.28,107,162,1,11.08,0.88,0.0,1.0,12.96
2,2024-01-03 07:56:27,2024-01-03 08:22:36.517084,3,4.14,48,186,1,18.79,0.95,0.0,1.0,20.74
1,2024-01-16 15:44:26,2024-01-16 15:47:48.354032,4,1.11,48,113,1,4.46,0.95,0.0,1.0,6.4
2,2024-01-18 17:07:26,2024-01-18 17:28:59.976776,5,2.87,255,230,1,17.54,5.1,0.0,1.0,23.65
2,2024-01-25 21:22:03,2024-01-25 21:26:18.862083,1,1.79,138,170,2,8.18,0.0,0.0,1.0,9.18
2,2024-01-24 10:56:13,2024-01-24 11:05:45.321918,3,1.35,125,113,2,9.87,0.0,0.0,1.0,10.87
2,2024-01-17 12:11:20,2024-01-17 12:19:26.679239,2,0.98,230,4,1,6.17,0.51,0.0,1.0,7.68
2,2024-01-12 19:42:13,2024-01-12 19:55:43.269806,1,1.74,161,163,2,10.89,0.0,0.0,1.0,11.89
2,2024-01-26 16:36:37,2024-01-26 16:53:54.241383,1,2.39,255,161,2,13.21,0.0,0.0,1.0,14.21
2,2024-01-28 13:29:35,2024-01-28 13:35:52.758695,1,1.61,236,48,1,9.94,2.4,0.0,1.0,13.34
1,2024-01-22 18:23:56,2024-01-22 18:47:06.513213,3,3.11,140,33,1,17.59,4.8,0.0,1.0,23.39
1,2024-01-31 04:15:21,2024-01-31 04:33:07.539867,5,5.87,125,48,1,18.81,0.37,0.0,1.0,20.19
1,2024-01-11 12:28:08,2024-01-11 12:56:17.671520,4,6.45,260,100,1,23.55,5.39,0.0,1.0,29.93
1,2024-01-24 13:22:05,2024-01-24 13:31:48.862346,2,1.83,230,125,1,8.21,0.51,0.0,1.0,9.71
2,2024-01-10 07:21:14,2024-01-10 07:29:42.305966,2,1.32,61,186,1,9.29,0.3,0.0,1.0,10.59
1,2024-01-23 22:28:55,2024-01-23 22:36:28.858893,3,1.99,43,24,1,9.35,2.52,0.0,1.0,12.86
1,2024-01-24 23:48:57,2024-01-25 00:01:27.865890,5,2.98,114,230,1,10.09,2.48,0.0,1.0,13.57
2,2024-01-29 16:43:49,2024-01-29 17:00:42.456424,1,2.15,170,132,2,10.99,0.0,0.0,1.0,11.99
2,2024-01-30 11:01:04,2024-01-30 11:13:19.558587,5,3.41,43,50,1,14.52,2.97,0.0,1.0,18.49
1,2024-01-21 17:24:42,2024-01-21 17:41:06.675522,1,2.71,163,41,1,11.43,1.31,0.0,1.0,13.74
2,2024-01-13 21:04:59,2024-01-13 21:11:26.341195,1,1.79,186,132,1,6.61,1.51,0.0,1.0,9.12
1,2024-01-02 20:42:59,2024-01-02 20:51:51.767368,4,1.13,4,138,1,8.42,1.07,0.0,1.0,10.49
1,2024-01-27 11:01:40,2024-01-27 11:40:39.662856,4,11.77,138,43,1,38.64,6.94,0.0,1.0,46.59
1,2024-01-31 18:57:18,2024-01-31 19:17:37.028077,1,2.77,162,140,2,15.74,0.0,0.0,1.0,16.74
1,2024-01-18 08:25:12,2024-01-18 08:48:08.554869,1,3.51,100,142,1,15.78,2.99,0.0,1.0,19.78
2,2024-01-21 17:48:36,2024-01-21 17:59:31.881820,1,0.55,138,82,1,10.66,1.32,0.0,1.0,12.98
2,2024-01-28 09:47:42,2024-01-28 09:59:41.377538,1,1.97,138,230,1,11.81,0.61,0.0,1.0,13.42
1,2024-01-19 19:59:34,2024-01-19 20:01:13.305648,1,0.72,100,4,1,6.34,0.61,0.0,1.0,7.95
1,2024-01-30 17:45:16,2024-01-30 18:01:12.499678,3,1.67,256,140,2,9.08,0.0,2.89,1.0,12.97
1,2024-01-02 01:42:02,2024-01-02 01:43:02.000000,1,1.35,236,4,1,4.27,0.78,11.23,1.0,17.29
1,2024-01-26 16:34:43,2024-01-26 16:44:16.512353,2,1.13,41,142,1,8.02,2.08,0.0,1.0,11.11
2,2024-01-05 14:01:50,2024-01-05 14:22:39.257080,1,4.19,260,107,1,15.26,4.29,7.52,1.0,28.07
2,2024-01-04 22:16:14,2024-01-04 22:32:46.110182,3,4.01,158,33,1,12.16,1.53,0.0,1.0,14.69
2,2024-01-23 15:15:06,2024-01-23 15:23:04.112943,5,1.38,90,140,1,7.45,1.02,0.0,1.0,9.47
1,2024-01-16 07:46:09,2024-01-16 08:28:38.085829,2,6.84,162,114,1,30.61,0.91,0.0,1.0,32.53
2,2024-01-04 19:22:56,2024-01-04 19:32:27.380647,1,0.9,41,161,1,8.77,1.37,0.0,1.0,11.13
2,2024-01-29 20:39:13,2024-01-29 21:02:32.238338,6,5.73,260,125,1,22.49,0.9,0.0,1.0,24.39
1,2024-01-14 16:12:06,2024-01-14 16:36:24.475855,4,3.76,186,79,1,20.33,5.58,0.0,1.0,26.9
2,2024-01-18 20:01:24,2024-01-18 20:10:41.016336,1,2.86,186,50,1,11.32,0.43,0.0,1.0,12.75
1,2024-01-12 11:59:52,2024-01-12 12:13:50.644178,5,2.87,41,237,1,12.15,1.09,3.72,1.0,17.97
2,2024-01-04 10:53:16,2024-01-04 11:58:49.734510,1,11.24,158,158,2,45.77,0.0,0.0,1.0,46.77
1,2024-01-16 20:05:29,2024-01-16 20:14:29.836266,1,1.28,13,107,2,9.08,0.0,0.0,1.0,10.08
2,2024-01-20 13:04:52,2024-01-20 13:20:10.650038,1,3.54,79,140,2,13.57,0.0,0.0,1.0,14.57
1,2024-01-01 23:44:06,2024-01-01 23:48:21.504339,6,0.73,48,100,1,5.8,1.11,0.0,1.0,7.91
1,2024-01-29 21:13:52,2024-01-29 21:28:49.554148,6,5.89,236,138,1,18.95,4.15,0.0,1.0,24.1
1,2024-01-28 15:18:46,2024-01-28 15:21:51.116676,4,1.42,50,114,1,7.18,1.33,0.0,1.0,9.51
1,2024-01-15 19:15:44,2024-01-15 21:00:10.075832,5,16.25,33,43,1,68.25,9.21,0.0,1.0,78.46
2,2024-01-05 19:55:46,2024-01-05 20:18:31.757841,1,3.43,186,100,2,18.79,0.0,0.0,1.0,19.79
1,2024-01-27 12:26:02,2024-01-27 12:35:24.096257,1,2.54,13,186,2,7.55,0.0,0.0,1.0,8.55
1,2024-01-19 14:34:35,2024-01-19 14:47:26.882377,1,3.78,4,100,1,11.54,3.0,0.0,1.0,15.54
1,2024-01-01 21:50:09,2024-01-01 22:12:32.457455,1,5.68,13,24,1,21.6,1.31,0.0,1.0,23.92
1,2024-01-01 15:08:40,2024-01-01 15:17:41.579045,1,2.76,163,125,1,10.78,0.39,0.0,1.0,12.17
2,2024-01-20 11:06:47,2024-01-20 11:24:08.177031,1,4.77,237,186,1,17.15,0.73,0.0,1.0,18.88
1,2024-01-28 07:18:21,2024-01-28 07:29:49.763937,4,1.9,79,82,1,9.52,2.19,0.0,1.0,12.7
2,2024-01-31 13:17:55,2024-01-31 13:29:57.482453,1,1.88,114,158,1,10.72,0.65,7.6,1.0,19.96
2,2024-01-29 14:30:24,2024-01-29 14:36:44.279960,1,1.2,24,161,2,6.35,0.0,0.0,1.0,7.35
2,2024-01-05 14:41:05,2024-01-05 14:54:33.390159,2,1.45,237,236,1,7.67,0.05,0.0,1.0,8.73
1,2024-01-05 18:21:31,2024-01-05 18:43:44.144147,4,3.68,256,161,2,17.73,0.0,0.0,1.0,18.73
2,2024-01-17 22:22:05,2024-01-17 22:29:15.624442,4,1.68,236,140,2,8.2,0.0,0.0,1.0,9.2
1,2024-01-27 12:48:17,2024-01-27 13:08:28.495405,6,4.57,186,48,1,20.03,3.72,0.0,1.0,24.75
1,2024-01-04 19:54:44,2024-01-04 20:30:26.752518,1,5.14,162,100,1,24.4,6.35,0.0,1.0,31.74
2,2024-01-06 17:15:33,2024-01-06 17:26:10.163332,4,1.1,13,138,1,9.75,1.08,0.0,1.0,11.83
1,2024-01-13 20:44:19,2024-01-13 21:05:24.253404,6,4.61,68,82,1,16.6,3.11,0.0,1.0,20.71
2,2024-01-31 13:21:43,2024-01-31 13:39:05.866377,1,3.98,43,163,1,19.99,5.84,0.0,1.0,26.83
1,2024-01-23 14:43:29,2024-01-23 14:54:55.650273,1,3.43,142,61,1,12.85,0.84,0.0,1.0,14.69
2,2024-01-17 11:17:22,2024-01-17 11:32:48.612140,1,4.23,230,90,1,16.69,4.81,0.0,1.0,22.5
